Released in version:,Subfeature ID,Journey,Add-on,Feature,Sub Feature,Mobile,Web,Essential,Premium,Signature
2022.08-LTS or earlier,CC.15.3.11,Payments,,Manage Payments,Approve or reject multiple payment orders in bulk,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.15.3.12,Payments,,Manage Payments,Add a comment when approving or rejecting a payment,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.15.3.13,Payments,,Manage Payments,View payment summary while approving or rejecting multiple payments,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.15.3.14,Payments,,Manage Payments,Transaction Signing when approving or rejecting a payment,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.15.3.15,Payments,,Manage Payments,Transaction Signing when approving or rejecting multiple payments in bulk,Available,Available ,true,true,true
2022.08-LTS or earlier,CC.15.3.16,Payments,,Manage Payments,View and change attached documents in a payment,Not Available,Available,true,true,true
2024.03-LTS,CC.15.3.18,Payments,Local Bundle,Manage Payments,View list of submitted drawdown request,Not Available ,Available ,true,true,true
2025.09-LTS,CC.15.3.19,Payments,Local Bundle,Manage Payments,View the status of submitted drawdown request,Not Available ,Available ,true,true,true
2025.09-LTS,CC.15.3.20,Payments,Local Bundle,Manage Payments,Search for drawdown request,Not Available ,Available ,true,true,true
2025.09-LTS,CC.15.3.21,Payments,Local Bundle,Manage Payments,Filter drawdown request,Not Available ,Available ,true,true,true
2025.09-LTS,CC.15.3.22,Payments,Local Bundle,Manage Payments,Edit a drawdown wire request,Not Available ,Available ,true,true,true
2025.09-LTS,CC.15.3.23,Payments,Local Bundle,Manage Payments,Cancel a drawdown wire request,Not Available ,Available ,true,true,true
2025.09-LTS,CC.16.1.1,Places,,Find Branches & ATMs,"View multiple location types (branch, ATMs)",Not Available,Available ,true,true,true
2022.08-LTS or earlier,,,,,,,,,,
,CC.16.1.2,Places,,Find Branches & ATMs,"View detailed information about a location (i.e. address, opening times, available services, etc.)",Not Available,Available ,true,true,true
2022.08-LTS or earlier,CC.16.1.3,Places,,Find Branches & ATMs,Get directions to a location,Not Available,Available ,true,true,true
2022.08-LTS or earlier,CC.16.1.4,Places,,Find Branches & ATMs,Search for a given location/address,Not Available,Available ,true,true,true
2022.08-LTS or earlier,CC.16.1.5,Places,,Find Branches & ATMs,Filter by a location type,Not Available,Available ,true,true,true
2022.08-LTS or earlier,CC.17.1.1,App Foundation ,,Navigation ,Entitlement-driven navigation,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.17.1.2,App Foundation ,,Navigation ,Brandable header component  ,Available ,NA,true,true,true
2024.03-LTS,CC.17.1.3,App Foundation ,,Navigation ,Primary navigation bar including tabs for different app 'hubs',Available ,NA,true,true,true
2024.03-LTS,CC.17.1.4,App Foundation ,,Navigation ,"Tab Header navigation including configurable profile menu, notification entry point, and header sub-tabs",Available ,NA,true,true,true
2024.03-LTS,CC.17.2.1,App Foundation ,,More Menu,Navigation point for journeys within the app,Available ,NA,true,true,true
2022.08-LTS or earlier,CC.17.3.1,App Foundation ,,Remote Config ,Manage deployed apps on the fly,NA,NA,true,true,true
2022.08-LTS or earlier,CC.17.3.2,App Foundation ,,Remote Config,"Manage Apps in Apps Stores, Deprecate/Disable",Available ,NA,true,true,true
2023.07,CC.17.3.3,App Foundation ,,Remote Config,Manage remote Feature Toggles,NA,NA,true,true,true
2023.07,CC.17.4.1,App Foundation ,,Splash Screen,Animated Splash Screen,Available,NA,true,true,true
2024.04,CC.17.5.1,App Foundation ,,Internal Routing,Redirect from pop-up notifications to certain screens,Available,NA,true,true,true
2025.03-LTS,CC.17.6.1,App Foundation ,,FDIC Banner,FDIC Signage Banner in apps to ensure compliance with new regulatory requirement,Available,Available,true,true,true
2025.03-LTS,CC.17.7.1,App Foundation ,,Overlays,Show marketing engagement as an overlay after user login,Available ,Available ,true,true,true
2025.09-LTS,CC.17.8.1,App Foundation ,,Push engagement notification,Show marketing engagement as Push Notification ,Available ,NA,true,true,true
2025.09-LTS,CC.23.1.1,Loan Servicing,,Loan Management,View overview of all loans in the Arrangements List screen,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.23.1.2,Loan Servicing,,Loan Management,View account details of any particular loan ,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.23.1.3,Loan Servicing,,Loan Management,View loan transactions,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.23.1.4,Loan Servicing,,Loan Management,View account statements for loans,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.23.1.5,Loan Servicing,,Loan Management,View amortization schedule details of loans,Not Available,Available ,true,true,true
2022.08-LTS or earlier,CC.23.1.6,Loan Servicing,,Loan Management,View & manage manual payments,Not Available,Available ,true,true,true
2023.07,CC.23.1.7,Loan Servicing,,Loan Management,Draw more / Pay Advance for any particular loan,Not Available,Available,true,true,true
2023.05,CC.23.1.8,Loan Servicing,,Loan Management,Pay down / Make Payment for any particular loan,Not Available,Available ,true,true,true
2022.08-LTS or earlier,CC.23.1.9,Loan Servicing,,Loan Management,View Child loans,Available ,Available ,true,true,true
2022.08-LTS or earlier,CC.23.1.10,Loan Servicing,,Loan Management,View escrow,Not Available,Available,true,true,true
2024.03-LTS,CC.24.1.1,Remote Deposit Capture (RDC),Ensenta,Single checks,Deposit single checks by taking a picture and submitting it via the app,Available ,NA,true,true,true
2024.03-LTS,CC.24.2.1,Remote Deposit Capture (RDC),Ensenta,Multiple checks,Deposit multiple checks by taking a picture and submitting it via the app,Available ,NA,true,true,true
2024.03-LTS,CC.24.3.1,Remote Deposit Capture (RDC),Ensenta,RDC limits,View error messages when RDC limits are exceeded,Available,NA,true,true,true
2023.05,CC.24.4.1,Remote Deposit Capture (RDC),Ensenta,RDC History ,View historical list of deposited checks,Available,NA,true,true,true
2023.05,CC.24.5.1,Remote Deposit Capture (RDC),Ensenta,RDC Tutorial Screen,Informational and Instuctional screen for check deposits,Available,NA,true,true,true
2023.05,CC.25.1.1,Dashboard,,Dashboard Tiles,Account and balance aggregations,Available,Available,true,true,true
2023.05,CC.25.1.2,Dashboard,,Dashboard Tiles,Latest Transactions,Available,Available,true,true,true
2023.08,CC.25.1.3,Dashboard,,Dashboard Tiles,Export Transactions,Not Available,Available,true,true,true
2024.07,CC.25.1.4,Dashboard,,Dashboard Tiles,Custom Tiles,Available,Available,true,true,true
2024.08,CC.25.1.5,Dashboard,,Dashboard Tiles,Banner,Available,Available,true,true,true
2023.05,CC.25.1.6,Dashboard,,Dashboard Tiles,Cards tile,Available,Available,true,true,true
2023.05,CC.25.1.7,Dashboard,,Dashboard Tiles,Pending approvals,NA,Available,true,true,true
2023.07,CC.25.2.1,Dashboard,,Layout,Financial institution defined layout,Available,Available,true,true,true
